id,conversation_id,customer_message,context,intent,expected_escalation,historical_resolution
AMZ-093,11079,"I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.","CUSTOMER: I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late. | BRAND: @118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN | CUSTOMER: @AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order. | BRAND: @118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ | CUSTOMER: @AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US. | BRAND: @118090 I would like a member of our team look into this for you. Please fill out this form: https://t.co/dOqIHIw6g0 ^BA",DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand apologised, linked a help/contact page, said it would escalate internally. First reply: ""@118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN"""
AMZ-094,11085,@115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.,"CUSTOMER: @115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore. | BRAND: @118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH | CUSTOMER: @AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick. | BRAND: @118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB | CUSTOMER: @AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming. | BRAND: @118091 Oh no! We'd like to look into this in real time with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^AB",GENERAL_SERVICE_COMPLAINT,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, offered a phone/callback option. First reply: ""@118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH"""
AMZ-095,11337,うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。,CUSTOMER: うええ……Amazonさんで9800円のお買い物してお金払ったのに商品が不良品で出荷できなくなり、アマゾンギフト券で9800円戻されても……ちょっと金額大きいんですけど……。 | BRAND: @118163 ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。https://t.co/J6YEizo6qC TN | CUSTOMER: @AmazonHelp ご親切にどうもありがとうございます。 買おうと思った商品が出品者の意向でキャンセルになり、同じ商品が出品されたまま１万円値段が上がっていました。不可解です。 | BRAND: @118163 Amazon以外の出品者の販売商品につきましては、各出品者が出品価格を自由に設定できます。しかしながら、当サイトでは、各出品者が商品を適切な価格で出品するべきであると認識しておりますため、貴重なご意見として頂戴いたします。SM | CUSTOMER: @AmazonHelp お答え、どうもありがとうございました。 出品者を確認の上、これからも利用させて頂きます。 | BRAND: @118163 リプライありがとうございます。ご利用方法等でご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand linked a help/contact page. First reply: ""@118163 ご迷惑をお掛けしております。返金のAmazonギフト券は、銀行振込による返金に変更することが可能です。ご希望の場合は、口座情報などをお伺いする必要がございますので、お手数ですが、リンクよりカスタマーサービスにお電話にてお問い合わせください。https://t.co/J6YEizo6qC TN"""
AMZ-096,11404,そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀) あったー😹えっ、…入らない😿 いや、でもヒーター部分は使えるかも❕❗❕ …縫い糸がケーブル貫通しとるやないかーい😂 まあ、400円だから…またなんか探そっと😸 皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm,CUSTOMER: そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀) あったー😹えっ、…入らない😿 いや、でもヒーター部分は使えるかも❕❗❕ …縫い糸がケーブル貫通しとるやないかーい😂 まあ、400円だから…またなんか探そっと😸 皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm | BRAND: @118184 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN | BRAND: @118184 なお、マーケットプレイスの出品者が発送する商品の場合には、出品者毎にポリシーを設けているため、恐れ入りますが、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はリンクよりご確認ください。https://t.co/ZXCXcbN3Tv TN | CUSTOMER: @AmazonHelp すごっ、チェック早いですねー😸大分前に買った商品ですし、返品の手続きもめんどいんで今回は良いでーす🙋Amazonさん、どうもでーす😸 | BRAND: @118184 恐れ入ります。これからもhttps://t.co/st4oU5QbhPをどうぞよろしくお願いいたします。TN,OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118184 ご迷惑をおかけしております。お届けした商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクをご参照の上お手続きください。https://t.co/TYbxdUDknb TN"""
AMZ-097,11426,Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇,CUSTOMER: Amazonでケーブル買って今日届くはずなのにまだ届かないんだが😇 | BRAND: @118191 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、ご注文商品がAmazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN | BRAND: @118191 なお、Amazonマーケットプレイスの出品者が発送する商品の場合は、出品者に直接お問い合わせください。出品者へのお問い合わせ方法はこちらをご参照ください。https://t.co/ZXCXcbN3Tv TN,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118191 ご迷惑をおかけしております。状況をお調べした上でご案内させていただきますので、恐れ入りますが、ご注文商品がAmazonが発送する商品の場合は、こちらのリンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN"""
AMZ-098,11572,Me ha tocado un inepto en @4496 keiere gestionar la recogida de mi pakete de @115821 se monta su ruta y yo como penelope a esperarle! 😤,"CUSTOMER: Me ha tocado un inepto en @4496 keiere gestionar la recogida de mi pakete de @115821 se monta su ruta y yo como penelope a esperarle! 😤 | BRAND: @118229 Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ | CUSTOMER: @AmazonHelp Es una devolucion | BRAND: @118229 Comprendo. ¿Ya entraste en contacto con el transportista? ^CR | CUSTOMER: @AmazonHelp Si, es correos y pedí ke viniesen a x el pakete pero me pedian ke me kedase o toda una mañana o toda una tarde en casa pero y mi trabajo?? | BRAND: @118229 Lamento los inconvenientes. Recomiendo reportar lo ocurrido a nuestro Servicio al Cliente: https://t.co/OjvUxwnzPe ^CR",RETURN_OR_REPLACEMENT_REQUEST,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118229 Hola.¿Cuál es la fecha de entrega de tu pedido? ^JJ"""
AMZ-099,11575,@117086 ei mim ajuda,"CUSTOMER: @117086 ei mim ajuda | BRAND: @118230 Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR | CUSTOMER: @AmazonHelp enviei meu ebook para o premio Kindle às 22h de hoje. Porém, a ferramenta kdp fala q demora 72h pra publicar. Vou concorrer mesmo assim, certo? | BRAND: @118230 Recomendo entrar em contato diretamente com o SAC da KDP, para eles conferirem o seu caso: https://t.co/iAtVDKIvAN ^CR | CUSTOMER: @AmazonHelp beleza 😢",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118230 Olá, Cassiel. Sem compartilhar informações pessoais ou da sua conta, me diga, como posso ajudar você? ^CR"""
AMZ-100,11590,@115851 my Amazonid is __email__ is blocked since 3months please unblock it.,"CUSTOMER: @115851 my Amazonid is __email__ is blocked since 3months please unblock it. | BRAND: @118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW | BRAND: @118231 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW | CUSTOMER: @AmazonHelp Not received any email | BRAND: @118231 I get your concern, Hussain. All the account related issues are handled by our accounts team. You should've received an 1/2 ^NK | BRAND: @118231 email from our account specialist team regarding the same. Request you to respond to that email for any assistance. 2/2 ^NK",ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand requested order/account details, said it would escalate internally. First reply: ""@118231 Hi, you should have received an email with an update over your account. We will not be check this for you. ^RW"""
AMZ-101,11594,Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki,"CUSTOMER: Bit of a piss take really now @115830 - was promised it by 9pm today. https://t.co/QKJ9a5DIki | BRAND: @118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA | CUSTOMER: @AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!! | BRAND: @118232 Just to confirm, what's the current tracking information listed for your order here: https://t.co/aaDyEz1VgE ^HC",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand apologised, linked a help/contact page, offered a phone/callback option. First reply: ""@118232 Oh no! Let's talk about this in real time. Please call or chat with us here: https://t.co/wMcUf6lHpn ^BA"""
AMZ-102,11597,@AmazonHelp don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it,"CUSTOMER: @AmazonHelp don't promise a 1 day shipping with a GUARANTEED 8pm delivery when you can't keep it | BRAND: @118233 I'm so sorry for the wait! What does tracking information say here: https://t.co/PyACxvY8Qo? ^MH | CUSTOMER: @AmazonHelp I paid extra to have one day shipping... pissed | BRAND: @118233 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM | CUSTOMER: @AmazonHelp Do I get a refund | BRAND: @118233 If we've missed the guaranteed delivery, please contact us here so we can look into this with you: https://t.co/BwZ4tfVMFA ^MB",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@118233 I'm so sorry for the wait! What does tracking information say here: https://t.co/PyACxvY8Qo? ^MH"""
AMZ-103,11603,"@amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day.","CUSTOMER: @amazonhelp My order 113-8951188-2020217 says ""Left in mailroom"" but my house doesn't have a mailroom and I've been home all day. | BRAND: @118235 Oh no! Have you checked the mailbox? These steps may help locate the order: https://t.co/7jZ5OuoXoK. Keep us posted! ^BN | CUSTOMER: @AmazonHelp Not in the mailbox, not on the porch, not in my house, not at the neighbors. This was a Prime order, late/lost again. | BRAND: @118235 I'm sorry those steps didn't help! Who was the carrier for this order? You can check here: https://t.co/Y5jpI9gRhE ^BL | CUSTOMER: @AmazonHelp Carrier: AMZL US, Tracking #: TBA516106123000 | BRAND: @118235 I'd like someone from my team to check into this. When you can, please drop your details here: https://t.co/jNvrqbIPwn ^BL",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally, gave troubleshooting guidance. First reply: ""@118235 Oh no! Have you checked the mailbox? These steps may help locate the order: https://t.co/7jZ5OuoXoK. Keep us posted! ^BN"""
AMZ-104,11610,アマゾンからショートメールで 有料サイト使用による未納料金が発生してる 的な詐欺ショートメール来た！アマゾン使ってない！！！ｗｗｗ,CUSTOMER: アマゾンからショートメールで 有料サイト使用による未納料金が発生してる 的な詐欺ショートメール来た！アマゾン使ってない！！！ｗｗｗ | BRAND: @118236 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。) また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY | CUSTOMER: @AmazonHelp お忙しい中、丁寧にありがとうございます。 申告窓口へ報告します。(｀_´)ゞ | BRAND: @118236 お手数おかけしますが、よろしくお願いします。 最近、Amazonを騙るフィッシングが増えているようでございますので、ご注意くださいませ(*´︶`*) TY | CUSTOMER: @AmazonHelp いえいえ、Amazonさんこそとばっちりの迷惑かけられてお疲れ様ですm(__)m 詐欺軍団はあの手この手で迷惑極まりないですねヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ | BRAND: @118236 あたたかいお言葉、ありがとうございます(*ﾉωﾉ) 色々な種類のフィッシングなどがあるようなので、ご注意いただき、何かご不明な点があれば、ご遠慮なくお声がけください！ 今後も、Amazonをよろしくお願いします(o*。_。)oペコッ TY,OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@118236 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。) また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY"""
AMZ-105,11619,@AmazonHelp how do I inform your delivery drivers to just leave my package at my front door?,"CUSTOMER: @AmazonHelp how do I inform your delivery drivers to just leave my package at my front door? | BRAND: @118238 Hey, Hugh! Are you having trouble receiving a recent order? ^LA | CUSTOMER: @AmazonHelp Lol that's not my real name. But basically yeah they won't just leave it at my front door. Tomorrow's the final attempt. | BRAND: @118238 Hi, not Hugh:) Who is the carrier for this delivery? You can find this information here: https://t.co/Y5jpI9gRhE ^LM",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118238 Hey, Hugh! Are you having trouble receiving a recent order? ^LA"""
AMZ-106,11624,@AmazonHelp AMZL US,CUSTOMER: @AmazonHelp AMZL US | BRAND: @117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ | CUSTOMER: @AmazonHelp Will do thank you for the help,DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,"Brand linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@117955 Please provide your details here: https://t.co/zUIZ61Nac2 and my team will escalate to Amazon Logistics. ^EZ"""
AMZ-107,11982,@AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?!,"CUSTOMER: @AmazonHelp what the hell is going on?! Today's last day to deliver and still not shipped!! Should I pledge that I won't ever order from u?! | BRAND: @118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD | CUSTOMER: @AmazonHelp Many times..Always got them saying well deliver it by deadline...I hate your service now | BRAND: @118356 Sorry about the delay with the order. Please share your details here: https://t.co/GIJyeYqKE0 and we'll check this. ^KA | CUSTOMER: @AmazonHelp It's point less to actually fill this form.Since you always give me those replies with I'll personally follow up and stuff.. | BRAND: @118356 Twitter is a social media platform we'll not be able to access any of your account/order details. Please share your 1/2 ^SH",DELIVERY_NOT_RECEIVED_BUT_MARKED_DELIVERED,ESCALATE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@118356 I understand your concern, Nihal. Could you confirm if you've report this to our team using the link provided earlier? ^HD"""
AMZ-108,12496,@115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!!,"CUSTOMER: @115821 WTF MAN. YALL LET SOME RANDO CHANGE MY EMAIL TO MY ACCOUNT AND NOW I CANT LOG IN. FIX IT!!!!! | BRAND: @118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL | CUSTOMER: @AmazonHelp Is that a joke amazon! I CANT LOG IN TO CONTACT YOU BECAUSE THEY CHANGED MY EMAIL AND PASSWORD | CUSTOMER: @AmazonHelp I already emailed y’all. | BRAND: @118498 I'm sorry about the link. For a faster response, contact us by phone here: https://t.co/jzvkhdlrK5 without signing in. ^BE | CUSTOMER: @AmazonHelp Is that a 24 hr line",ACCOUNT_ACCESS_OR_SECURITY,ESCALATE,"Brand apologised, linked a help/contact page, offered a phone/callback option. First reply: ""@118498 I'm so sorry about that, Alexis. When you can, please reach us here so we can better assist: https://t.co/hApLpMlfHN ^BL"""
AMZ-109,12505,@AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app?,"CUSTOMER: @AmazonHelp How do I disable notifications indicated by the bell icon in upper left corner of iOS Kindle app? | BRAND: @118501 We'd like to help in real-time! When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN ^HM | CUSTOMER: @AmazonHelp Nah. Just answer my question please. | BRAND: @118501 From the Kindle app, go to More, tap on Settings, tap on Push notifications to enable or disable the notifications. ^SE",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand linked a help/contact page, gave troubleshooting guidance. First reply: ""@118501 We'd like to help in real-time! When you have a free moment, please reach out to us here: https://t.co/hApLpMlfHN ^HM"""
AMZ-110,12511,@115850 why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499 https://t.co/1kqHQVHBcl,CUSTOMER: @115850 why to you promise false discounts with wrong mrp ...the device I bought showed a mrp of 7999 when its actual mrp is 7499 https://t.co/1kqHQVHBcl | BRAND: @118504 The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK | BRAND: @118504 from our sellers. You may also visit this link: https://t.co/yQb39uNRsX for more information. 2/2 ^MK,UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand linked a help/contact page. First reply: ""@118504 The prices on our website are determined by our sellers. And we keep updating our prices as per the data we receive 1/2 ^MK"""
AMZ-111,13165,"@AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available !","BRAND: @118701 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK | CUSTOMER: @AmazonHelp After getting a confirmation that it will be delivered post 7 pm, i have got an email at 1:30 in the afternoon that i was not available ! | BRAND: @118701 We're following up on this. We'll check this and update you. ^SG | CUSTOMER: @AmazonHelp This has been the most frustrating and useless customer service ever. | BRAND: @118701 Sorry about the bad experience, Manak. I'll be sure to pass along your feedback internally. ^MS | CUSTOMER: @AmazonHelp I am now cancelling this order because your delivery service just sucks despite prime membership. Switching to @118702 for future.",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@118701 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK"""
AMZ-112,13170,@115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered.,CUSTOMER: @115821 why is your AMZL US shipping service not show more updates online? I had another package with this not delivered. | BRAND: @118704 Are you currently waiting on the delivery of a delayed order? ^QJ | CUSTOMER: @AmazonHelp Yes. I did reach out to amazon CS via the site &amp; I’m suppose to get my package tomorrow. 2nd time in the past 2 weeks this has happened.,DELIVERY_LATE_OR_NOT_ARRIVED,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@118704 Are you currently waiting on the delivery of a delayed order? ^QJ"""
AMZ-113,13173,@115821 STOP USING THE @118706 They are a useless government entity.,"CUSTOMER: @115821 STOP USING THE @118706 They are a useless government entity. | BRAND: @118705 I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM | CUSTOMER: @AmazonHelp Not your fault. It's the stupid @118706 (great that u responded, notice they didn't). They're always giving me my neighbor's mail too. Thanks",GENERAL_SERVICE_COMPLAINT,AUTO_HANDLE,"Brand apologised, requested order/account details. First reply: ""@118705 I'm very sorry about this experience, Robert. We'd like to help! Could you tell us more details about what's going on? ^HM"""
AMZ-114,13177,Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb,"CUSTOMER: Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb | BRAND: @118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1 | CUSTOMER: @AmazonHelp É o livro Os arquivos secretos do homem morcego. Simplesmente magnífico | BRAND: @118707 Parece um livro interessante demais. Espero que curta muito da leitura dele! :D Abraço. ^CR",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1"""
AMZ-115,13180,y'all gotta get rid of AMZL and try again @115821,"CUSTOMER: y'all gotta get rid of AMZL and try again @115821 | BRAND: @118708 I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM | CUSTOMER: @AmazonHelp yes spoke w/ customer service, still canceling my prime though since it does literally nothing apparently | BRAND: @118708 We'd like to take a closer look. When you can, please provide us some more information here: https://t.co/ApyxSZALFH ^TN",DELIVERY_EXPERIENCE_OR_CARRIER_COMPLAINT,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@118708 I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM"""
AMZ-116,13186,.@115821 support is sure going down hill. 6 hours later and still no call and I'm a Prime member,"CUSTOMER: .@115821 support is sure going down hill. 6 hours later and still no call and I'm a Prime member | CUSTOMER: @115821 WTF! Called them again and again, the call was dropped after 5 seconds of talking to someone. This is my 4th call for product NOT delivered | BRAND: @118709 Was any information provided to you in the phone conversation? Who was the carrier as listed here: https://t.co/Y5jpI9gRhE ^CH | CUSTOMER: @AmazonHelp Yes, butvthey lied. Told me carrier and said they would contact and call me back. The never called. I hsdvto make 2 additional calls | BRAND: @118709 I'm sorry you've had to invest so much time in this! Were we able to help resolve the issue on the last call? ^TL",PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand apologised, linked a help/contact page, offered a phone/callback option. First reply: ""@118709 Was any information provided to you in the phone conversation? Who was the carrier as listed here: https://t.co/Y5jpI9gRhE ^CH"""
AMZ-117,13189,"Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced?","CUSTOMER: Hi @AmazonHelp, I’ve purchased something via your app and it’s broken! How can I get it replaced? | BRAND: @118710 Hi, Reece! I'm sorry about the broken item. You can check into options here: https://t.co/Ueduyt85xq ^BL | CUSTOMER: @AmazonHelp Thanks, did you receive my other tweet regarding a VAT receipt?",ITEM_DAMAGED_WRONG_OR_COUNTERFEIT,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@118710 Hi, Reece! I'm sorry about the broken item. You can check into options here: https://t.co/Ueduyt85xq ^BL"""
AMZ-118,13460,"""Alexa, häng die Wäsche auf"" ?! 🤔 #Amazon #Ariel #AmazonEcho https://t.co/Cav3Pli81W","CUSTOMER: ""Alexa, häng die Wäsche auf"" ?! 🤔 #Amazon #Ariel #AmazonEcho https://t.co/Cav3Pli81W | BRAND: @118798 😃... das wäre toll! Soweit ist sie aber noch nicht. Wird eher in die Richtung ""Hey, deine Wäsche ist fertig! Zack zack, aufhängen!"" gehen. ^TG | CUSTOMER: @AmazonHelp Schnippig ist sie auch noch? Wird ja immer interessanter 😅 | BRAND: @118798 Nein, ^TG ist schnippig. Alexa ist lieb und nett. Sie ist sehr gut! Und ich geh jetzt mal lieber in Deckung! 😏 ^UK",DEVICE_OR_DIGITAL_SERVICE_ISSUE,AUTO_HANDLE,"Brand replied without a clear resolution action. First reply: ""@118798 😃... das wäre toll! Soweit ist sie aber noch nicht. Wird eher in die Richtung ""Hey, deine Wäsche ist fertig! Zack zack, aufhängen!"" gehen. ^TG"""
AMZ-119,13563,@AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th.,CUSTOMER: @AmazonHelp when do you guys charge for the Xbox one X I preordered? It ships the 6th. | BRAND: @118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ | CUSTOMER: @AmazonHelp Ok. Thank you!,UNEXPECTED_CHARGE_OR_BILLING_ERROR,ESCALATE,"Brand replied without a clear resolution action. First reply: ""@118828 Thanks for reaching out to us! You will be charged for your order once it ships out. ^FJ"""
AMZ-120,13567,@115821 it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her !,CUSTOMER: @115821 it’s not nice to upset a kid (my daughter) on Halloween waitin’ for her dress it was prime and extra paid and you guys failed her ! | BRAND: @118829 I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW | CUSTOMER: @AmazonHelp https://t.co/saX0kAZVCW! | BRAND: @118829 Can you confirm the delivery date provided in your order confirmation email? It can be viewed here: https://t.co/1aMUiU8Rcg ^LA,PRIME_MEMBERSHIP_OR_SUBSCRIPTION,AUTO_HANDLE,"Brand apologised, linked a help/contact page. First reply: ""@118829 I'm sorry for the delay in delivery. Could you let us know from which website did you make the purchase? ^RW"""
AMZ-121,13576,@AmazonHelp Ordered a camera; Shortly after received call from 206-508-4014. I didn't answer.. I immediately received an email from...,"CUSTOMER: @AmazonHelp Ordered a camera; Shortly after received call from 206-508-4014. I didn't answer.. I immediately received an email from... | CUSTOMER: @AmazonHelp __email__, notifying me about the missed call and asking me to call 1-877-243-2913 to verify purchase.Is this legit? | CUSTOMER: @AmazonHelp here is the email. Conflicting answers from others in similar situations online. https://t.co/9zbCqLzokH | BRAND: @118832 (2/2) Alternately, if you'd like us to verify in real-time you can reach us here: https://t.co/hApLpMlfHN ^EB | BRAND: @118832 Thank you for bringing this to our attention! I understand the concern. You can report this here: https://t.co/1oz4X7rU5m (1/2)",OTHER_NON_ACTIONABLE,AUTO_HANDLE,"Brand linked a help/contact page. First reply: ""@118832 (2/2) Alternately, if you'd like us to verify in real-time you can reach us here: https://t.co/hApLpMlfHN ^EB"""
AMZ-122,13897,@118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU,"CUSTOMER: @118919 Please monitor your customer care dept. Its like fighting a war. https://t.co/PFcZRszNVU | BRAND: @118918 I understand your concern, however we'll not be able to accept an email as proof for denial of service, kindly share (1/2) ^ZH | BRAND: @118918 a document with the details as mentioned in the email for us to help you. Appreciate your understanding. (2/2) ^ZH | CUSTOMER: @AmazonHelp @115851 in the email iball support denies to provide it. It clearly states that it is unauthorized product and sellers responsibility | CUSTOMER: @AmazonHelp if @115821 is selling unauthorized products where i am supposed to get denial letter? i cant threaten iball into prociding one. | BRAND: @118918 Kindly obtain the same in writing from the manufacturer and we'll be sure to assist you further. ^SA",GENERAL_SERVICE_COMPLAINT,AUTO_HANDLE,"Brand apologised, linked a help/contact page, requested order/account details, said it would escalate internally. First reply: ""@118918 I understand your concern, however we'll not be able to accept an email as proof for denial of service, kindly share (1/2) ^ZH"""
AMZ-123,13903,I lose faith in humanity on days like this. My friend sends me a 🎁 from @115821 after a crappy week and I come home and it’s been stolen.,CUSTOMER: I lose faith in humanity on days like this. My friend sends me a 🎁 from @115821 after a crappy week and I come home and it’s been stolen. | BRAND: @118921 I'm so sorry! We'd like to look into our available options. Please reach us here: https://t.co/hApLpMlfHN ^AG | CUSTOMER: @AmazonHelp Thanks! I will.,OTHER_NON_ACTIONABLE,ESCALATE,"Brand apologised, linked a help/contact page. First reply: ""@118921 I'm so sorry! We'd like to look into our available options. Please reach us here: https://t.co/hApLpMlfHN ^AG"""
